,id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,backdrop_path,genre_names,year,profit
419,55779,Final Destination 5,Final Destination 5,en,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",We all share a common destination.,2011-08-12,/Akx1Po4ZLetOWfYJhQf75tbhTtK.jpg,73.733,2809,6.1,47000000,157887643,92,Released,/5cG2XcylxUIclQsGPBKTtfoqcBV.jpg,Horror,2011,110887643
421,126889,Alien: Covenant,Alien: Covenant,en,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",The path to paradise begins in hell.,2017-05-09,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,73.672,7298,6.1,97000000,240891763,122,Released,/6jajFcaY2YsfGQstJ5HaqZNVseX.jpg,Horror,2017,143891763
424,49018,Insidious,Insidious,en,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",It's not the House that's Haunted.,2010-09-13,/tmlDFIUpGRKiuWm9Ixc6CYDk4y0.jpg,73.643,5689,6.9,1500000,97009150,103,Released,/bylGn5OC2h3BWfGLYFtIcxlYxLy.jpg,Horror,2010,95509150
431,227348,Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,en,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",Once Marked It Is Already Too Late.,2014-01-01,/4srdg5SoxREXha5kibwZBvsqNtV.jpg,73.028,1235,5.4,5000000,86362372,84,Released,/eAISoFMi29BVBKH1VRpne4mJ26K.jpg,Horror,2014,81362372
441,740925,No One Gets Out Alive,No One Gets Out Alive,en,An immigrant in search of the American dream is forced to take a room in a boarding house and soon finds herself in a nightmare from which she can't escape.,Don’t try to leave. It’ll only make things worse.,2021-09-29,/bZUostLcCZYgcuBuAjmuSkBggiQ.jpg,71.919,459,6.0,0,0,85,Released,/yO2LFaO62SoM1ZuOq26hWLF1TQ4.jpg,Horror,2021,0
453,745881,랑종,The Medium,th,A horrifying story of a shaman’s inheritance in the Isan region of Thailand. But the goddess that appears to have taken possession of a family member turns out not to be as benevolent as it first appears.,A story about shamanism in Thailand.,2021-07-14,/tWoSE8SH6XhgWKHIL3p0sj7lA3V.jpg,69.784,429,7.0,0,7230000,131,Released,/9SISFlf6SEiIb7CMk8h0Gu3NYow.jpg,Horror,2021,7230000
459,664356,The Cannibal Killer: The Real Story of Jeffrey Dahmer,The Cannibal Killer: The Real Story of Jeffrey Dahmer,en,"This is a fictitious, yet mostly historically accurate account of Jeffrey Dahmer's life as a serial killer, as narrated by Jeffrey Dahmer (Giancarlo Herrera) using many actual quotes. It shows part of his boyhood, and his first murder as a teenager. There are realistic depictions of several of his murders from pick up to dismemberment and eventual consumption, as well as his attempts to create ""living zombies"" by pouring hydrochloric acid into his victim's skulls. Dahmer's frequent interactions with his friendly neighbor and his grandmother are also shown. In essence, the story explores the psychodynamics of Jeffrey Dahmer's relationships with his victims both pre and postmortem.",I Don't Want You To Leave...,2020-01-15,/E9cr8VQ8zQlX5C9GL6QhPXSvvt.jpg,69.461,1,2.0,0,0,0,Released,/l0hXWYd6iE29NU9B0stdohSn8cL.jpg,Horror,2020,0
462,681019,W lesie dziś nie zaśnie nikt,Nobody Sleeps in the Woods Tonight,pl,"Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever.",They died without internet.,2020-03-13,/5vFCHFVLPcU4M8uNXM1ba9y83Iu.jpg,68.493,535,5.3,0,0,102,Released,/7unT3bKHwOXL9e646z9Ib17M9Pf.jpg,Horror,2020,0
464,419430,Get Out,Get Out,en,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","Just because you're invited, doesn't mean you're welcome.",2017-02-24,/tFXcEccSQMf3lfhfXKSU9iRBpa3.jpg,68.431,14721,7.6,4500000,255407969,104,Released,/cAduIGrwDJlypHUCL2mFelJXVRT.jpg,Horror,2017,250907969
468,250546,Annabelle,Annabelle,en,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,"Before the Conjuring, there was Annabelle.",2014-10-02,/a9iL3FIwLrympRyiL5v0tAkwrvX.jpg,68.243,5341,5.7,6500000,257047661,99,Released,/2gKX53lskaCYk9ycXmaDJKqWiy.jpg,Horror,2014,250547661
471,91586,Insidious: Chapter 2,Insidious: Chapter 2,en,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,It will take what you love most.,2013-09-12,/w5JjiB3O1CLDXbTJe1QpU5RHmlU.jpg,68.172,3528,6.7,5000000,161000000,106,Released,/uwivrZ7vIeP0HNkE5gKavzhZNpG.jpg,Horror,2013,156000000
487,591275,Fear Street: 1666,Fear Street: 1666,en,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",End the curse.,2021-07-14,/rmEPtz3Ufzol2VWUAZYzOFaBio3.jpg,66.278,1251,7.3,0,0,114,Released,/6viJBbovWxJYavdjPy7UPTLvaOS.jpg,Horror,2021,0
499,82507,Sinister,Sinister,en,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.","Once you see him, nothing can save you.",2012-03-29,/nzx10sca3arCeYBAomHan4Q6wa1.jpg,65.319,4563,6.8,3000000,82515113,110,Released,/6WvJAj4OigLvnhIxgkfrOmjSJz2.jpg,Horror,2012,79515113
509,720026,Butchers,Butchers,en,"A family of sadistic butchers lives deep inside the backcountry. From the dead of winter to the dog days of summer, anyone who crosses their path is dead meat.",Rest in pieces,2020-10-15,/xLbuMxKORru3oTlItLBWpI5WJxR.jpg,64.786,152,5.0,0,0,93,Released,/jxYROBerNLUExmqFb2yArglwIHd.jpg,Horror,2020,0
515,460019,Truth or Dare,Truth or Dare,en,"A harmless game of ""Truth or Dare"" among friends turns deadly when someone—or something—begins to punish those who tell a lie—or refuse the dare.","First you play the game, then the game plays you.",2018-04-12,/ei2waWQAG8NP244WShIFgGu9IOu.jpg,63.521,3562,6.0,3500000,95330493,101,Released,/tAl3Bhs3kMDmIuH3liEPBMPgfmG.jpg,Horror,2018,91830493
530,397243,The Autopsy of Jane Doe,The Autopsy of Jane Doe,en,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets.",Every body has a secret.,2016-12-21,/6K0wjP8kPCiPYy9PtXBGuypyt5I.jpg,63.234,3423,6.7,0,5972942,86,Released,/7GEi50BH2gjWuhoAx55Mmb0f7Vj.jpg,Horror,2016,5972942
537,565028,Candyman,Candyman,en,"Anthony and his partner move into a loft in the now gentrified Cabrini-Green. After a chance encounter with an old-timer exposes Anthony to the true story behind Candyman, he unknowingly opens a door to a complex past that unravels his own sanity and unleashes a terrifying wave of violence.",Dare to say his name.,2021-08-25,/dqoshZPLNsXlC1qtz5n34raUyrE.jpg,62.465,1108,6.1,25000000,77389310,91,Released,/xENKhotB6aYBlnDH2lE0m2y22v1.jpg,Horror,2021,52389310
540,793002,Dreamcatcher,Dreamcatcher,en,"The film centers on two estranged sisters who, along with their friends, become entrenched in a 48 hour whirlwind of violence after a traumatic experience at an underground music festival.",Get ready for a killer night out.,2021-03-05,/3CF743g2BpC8r3mCVV9gSX2yQBj.jpg,62.464,93,6.0,0,0,90,Released,/pG3m1z6eSjcKHCVa8rQdtWCvul5.jpg,Horror,2021,0
546,238636,The Purge: Anarchy,The Purge: Anarchy,en,"One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night.",Welcome to America where one night a year all crime is legal,2014-07-17,/f2HD5iVhJWWv72QVWThUKk09zYy.jpg,61.71,5695,6.7,9000000,111928365,104,Released,/blfZnm6StMPnTY35kaooPBCsSVp.jpg,Horror,2014,102928365
548,509635,Alone,Alone,en,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",What are you running from?,2020-09-10,/n9OzZmPMnVrV0cMQ7amX0DtBkQH.jpg,61.413,474,6.3,0,0,98,Released,/obExOU9qDnMcxvWPumoD14oxup5.jpg,Horror,2020,0
556,777620,Caged,Caged,en,"An African American male is imprisoned and placed in solitary confinement after being found guilty of murdering his wife, as he's haunted by internal demons and his dead wife, and pushed to the breaking point by an abusive female guard.",There is no getting out.,2021-01-26,/8NUM43rtQSt0chumXGJPvnYb01I.jpg,60.884,86,6.7,0,0,81,Released,/AX8VvTMrzEddzMa4zR2NNHUtZ9.jpg,Horror,2021,0
558,420634,Terrifier,Terrifier,en,"On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.",There is nothing more frightening than a clown after midnight.,2016-10-15,/6PQqC4SbY910VvyVad6mvsboILU.jpg,60.726,612,6.5,100000,0,84,Released,/naNXYdBzTEb1KwOdi1RbBkM9Zv1.jpg,Horror,2016,-100000
560,585216,Escape Room: Tournament of Champions,Escape Room: Tournament of Champions,en,"Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive as they discover all the games that they've played before.",Winning was just the beginning.,2021-07-01,/jGYJyPzVgrVV2bgClI9uvEZgVLE.jpg,60.72,1341,6.7,15000000,44888959,88,Released,/dsdbViTNjLu4DbgkkYmuY4xDQ20.jpg,Horror,2021,29888959
583,839440,Dinosaur Hotel,Dinosaur Hotel,en,"Sienna is desperate to win a large cash prize in a secret underground game show. However, Dinosaur's begin to hunt her down for the entertainment of the rich and wealthy. Can she be the last to survive the horrific night to win the prize?",The hunt is on. And you're the prey.,2021-06-11,/qISzj26R3LnsChQcXQKnuyxQQhK.jpg,59.573,63,5.2,0,0,77,Released,/nkgHOrbwZfuPua7QsO9chYNodl.jpg,Horror,2021,0
607,793967,Phobias,Phobias,en,"Five dangerous patients, suffering from extreme phobias at a government testing facility, are put to the ultimate test under the supervision of a crazed doctor and his quest to weaponize fear.",What do you fear?,2021-02-28,/zpecci4IooFiwMVGknhm8Jz2FHo.jpg,57.696,35,5.2,0,0,85,Released,/4pPReWGKlZE0yDsLOQ34WKyySZK.jpg,Horror,2021,0
611,732713,Evil Eye,Evil Eye,en,A seemingly perfect romance turns dark when a mother becomes convinced her daughter’s new boyfriend has a sinister connection to her own past.,Trust your mother's instincts.,2020-04-01,/lhExfe0yTZL2DRVkou9hnNlOcc9.jpg,57.106,135,5.5,0,0,90,Released,/xTGJ4ZPDLoCIJkTjDkb0d1j7AUI.jpg,Horror,2020,0
614,714277,La funeraria,The Funeral Home,es,"Bernardo is an undertaker. He runs his mortuary business in the same house where he resides. In the front, he has his clients. And in the back, his dysfunctional family lives amongst coffins, wreaths, and the mischievous but nonviolent ghosts that visit on a daily basis. But when a malevolent entity enters the scene, it wreaks havoc on the already fractured household.",Dare you visit?,2021-04-15,/1rlgIzw129hEl46bFaJZ7wpEEZZ.jpg,56.856,24,4.5,0,0,86,Released,/3GW0A72MxsSgghqpjc2O2MvO8Ec.jpg,Horror,2021,0
615,611651,Sator,Sator,en,"Secluded in a desolate forest, a broken family is observed by Sator, a supernatural entity who is attempting to claim them.","After you have suffered, he will find you.",2019-07-21,/p0OgWKpcRYboZOmuozorfvQt0qL.jpg,56.6,84,5.2,0,130023,85,Released,/lch8GEMczkpRabis40Uhw8zkVA9.jpg,Horror,2019,130023
619,441701,Verónica,Veronica,es,"Madrid, June 1991. After celebrating a session of Ouija with her friends, Verónica is besieged by dangerous supernatural presences that threaten to harm her entire family.",Someone answered your call.,2017-08-25,/xHP6mYLQKbJY9pg99PGoGKmmBZX.jpg,56.39,1474,6.2,0,0,105,Released,/lVYDlp2yC9tCIxGyI8nY7cX4oFB.jpg,Horror,2017,0
620,406563,Insidious: The Last Key,Insidious: The Last Key,en,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",Fear comes home.,2018-01-03,/nb9fc9INMg8kQ8L7sE7XTNsZnUX.jpg,56.103,2313,6.2,10000000,167184112,103,Released,/PwI3EfasE9fVuXsmMu9ffJh0Re.jpg,Horror,2018,157184112
628,76617,Texas Chainsaw 3D,Texas Chainsaw 3D,en,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",Evil wears many faces.,2013-01-03,/dwIQ7WDCSiIcNdbferTcU7uI0KV.jpg,55.817,1346,5.5,10000000,0,92,Released,/eoIQMUeJDOG41way1pb5TjiPFFf.jpg,Horror,2013,-10000000
630,72571,Paranormal Activity 3,Paranormal Activity 3,en,"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",It Runs In The Family.,2011-10-19,/9nYranPiWdNmbD5PRPPSL7VUFTS.jpg,55.508,1878,5.9,5000000,207039844,94,Released,/oYmgOhICbuhEEVvdQlD6YF8VwDn.jpg,Horror,2011,202039844
632,792657,Safer at Home,Safer at Home,en,"Two years into the pandemic, a group of friends throw an online party with a night of games, drinking and drugs. After taking an ecstasy pill, things go terribly wrong and the safety of their home becomes more terrifying than the raging chaos outside.",Isolation is a killer.,2021-02-26,/2mfnSVdDartB6TJ3k7Qyn0zMzKu.jpg,55.177,116,5.5,0,0,82,Released,/2kmAwtw3RqFX0vJq7hKrIkGth1L.jpg,Horror,2021,0
634,842033,괴기맨숀,Ghost Mansion,ko,"Horror webtoon writer Ji-woo arrives at a shabby apartment called Gwanglim Mansion in search of ideas. The middle-aged caretaker with an expressionless facial expression unravels a bundle of strange events that happened in the apartment, and rooms 504, 708 The more Ji-woo hears the story, the more he becomes obsessed with the Ghost Mansion.",Welcome to the haunted mansion.,2021-06-30,/yoSP4Gh9sr9csceRGlnaByeQJDL.jpg,55.108,94,7.3,0,0,106,Released,/vsuWCy3h7uQNI4K24KvUuz4FVvw.jpg,Horror,2021,0
