,id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,backdrop_path,genre_names,year,profit
7107,412762,Happy Hunting,Happy Hunting,en,An alcoholic drifter must battle withdrawal and psychotic rednecks after he becomes the target of a deranged sporting event.,Run for your life.,2017-09-22,/cvFE9RlFHTobOEceRyf9iQLPHSk.jpg,7.354,88,5.1,0,0,91,Released,/eC8Y6plhvkrIunRdDNNMXbs8E9Z.jpg,Horror,2017,0
7112,738370,Hosts,Hosts,en,"On Christmas Eve, an innocent couple become hosts to a malicious entity. Throughout the night they terrorise a family of five in unimaginably violent and disturbing ways.",Make yourself at home.,2020-10-02,/ufTv4VkttiFrfIyuwGXQ5VV4XF2.jpg,7.351,50,5.1,0,0,89,Released,/whHJOIHCdc8qOIf9MBwGIfAepqA.jpg,Horror,2020,0
7144,91549,The Moth Diaries,The Moth Diaries,en,"Rebecca is a young girl who, haunted by her father’s suicide, enrolls in an elite boarding school for girls. Before long, her friendship with the popular Lucy is shattered by the arrival of a dark and mysterious new student named Ernessa, whom Rebecca suspects may be responsible for the rising body count at the school.",Every girl has her secrets.,2011-09-06,/oVoUBnhef1EPTcg7gIOoDUI3Rhu.jpg,7.328,117,5.5,0,3838,85,Released,/v9H1i8oN2c9PPn51MTjdEEi9QSc.jpg,Horror,2011,3838
7151,785759,Two Witches,Two Witches,en,"A matriarchal witch passes on her sinister inheritance to her grand-daughter, triggering the most horrific curses.",Witches don't die before leaving their legacy...,2022-11-17,/vV2sf7gV8LyAUPmAHEJAZhbChve.jpg,7.326,0,0.0,0,0,95,Released,/wUwFMnbFxuDfcRSGGT7QQIGDRrH.jpg,Horror,2022,0
7157,144204,Thanatomorphose,Thanatomorphose,en,"Bruised from a night of rough sex, a young woman is shocked to find that her body, rather than healing itself, has inexplicably begun to rot. Swept up in the strange sensual experiences brought on by her slowly decaying form, she tries desperately to cling to her new existence — even as the putrid meat sack that was once her young body begins to literally fall off her bones...",Rotting from the inside out,2012-10-04,/6EBH4OrpJrPWROoPqcURbtaUdRA.jpg,7.32,64,5.6,0,0,100,Released,/y3ZpZIBaXHRveQOdbrDMT1h7uSB.jpg,Horror,2012,0
7167,480007,Mata Batin,The 3rd Eye,id,"When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home.",Believing Is Seeing,2017-11-30,/9vDSQoEVFCwt9O21E0O0BEqu57k.jpg,7.31,66,5.5,0,0,107,Released,/zVITKJxmvzvi5sBECmfDK1i3wA7.jpg,Horror,2017,0
7169,133369,The Conspiracy,The Conspiracy,en,A documentary about conspiracy theories takes a horrific turn after the filmmakers uncover an ancient and dangerous secret society.,Everything in this story is true...trust us.,2012-08-23,/y0tpJXx8i4jTVMKAUIoXYb7Hv8y.jpg,7.309,180,6.0,0,0,85,Released,/rw5KkuMdw9wPaHh6HAZNCJUBtUi.jpg,Horror,2012,0
7177,530157,Pledge,Pledge,en,"Three friends pledge a fraternity that's deadly serious about its secret rituals, turning their rush into a race for survival.",Few get in. None get out.,2019-01-11,/3eol8FnndIY8drMknjUnRCjYaIe.jpg,7.304,98,5.3,0,0,77,Released,/aqdjM6chmFlOtt1bzW0uLVIJWan.jpg,Horror,2019,0
7187,404961,Ghosthunters,Ghosthunters,en,"When one of their own loses his wife and daughter at the hands of a serial killer, a team of ghost hunters is determined to capture the spirits of the loved ones so their spirits can finally rest in peace. But as the team goes deeper into the house, the ghosts become more hostile, and the group discovers the true secrets of the house and its murderer.",Don't follow too close.,2016-07-05,/A5trbZjaureXY7cj7Vpik7upw5R.jpg,7.292,57,4.8,0,0,90,Released,/4cmxvSNbhMfPP9BVywaYVPVdT6v.jpg,Horror,2016,0
7192,193726,ABCs of Death 2,ABCs of Death 2,en,"Taking all that was great from the first instalment, the movie aims to be a wilder, leaner, faster-paced and even more entertaining anthology this time around, with a new crop of award-winning, visionary filmmakers from around the globe.",Some people never learn,2014-10-02,/9oijbrQPBjBerEa8yJtrCaV0emz.jpg,7.283,240,5.3,0,7171,125,Released,/kmLlia9mEo9CkgBwxQOCT8u5XYl.jpg,Horror,2014,7171
7193,429725,Camera Obscura,Camera Obscura,en,A photojournalist suffering from PTSD returns home from Iraq and finds himself struggling to keep his sanity and family intact.,Take a picture. Take a life.,2017-06-09,/85kxkK6dU2DudXWfaUhTLu3pvU1.jpg,7.281,34,5.7,0,0,95,Released,/xjTAopSPh46d0SxNP68SmUXzig0.jpg,Horror,2017,0
7195,767499,The Manor,The Manor,en,"After suffering a stroke, Judith moves into a historic nursing home, where she begins to suspect something supernatural is preying on the residents. With no one willing to believe her, Judith must either escape the confines of the manor, or fall victim to the evil that dwells within it.",Enjoy your stay.,2021-10-08,/eNf7Dp1m6eTKDY7p56iZdterZkL.jpg,7.279,197,5.6,0,0,81,Released,/7k7U0XWjo5LRAu9UxF9iGE3pCrF.jpg,Horror,2021,0
7196,407389,The Remains,The Remains,en,"After a family moves into an old Victorian home, they discover a chest in the attic containing antiques tainted by a malevolent spirit. As the antiques slowly possess each family member, the spirit grows stronger, hellbent on kidnapping the children.",Some things are best left alone.,2016-08-05,/k76aHHeRgqZsdjcSvkzq2KBQLj4.jpg,7.276,138,4.7,0,0,85,Released,/cYA1j5UwJdEKC266EQBRx3iTpxH.jpg,Horror,2016,0
7198,614722,Hell House LLC III: Lake of Fire,Hell House LLC III: Lake of Fire,en,"Set one year after the events of Hell House LLC II, the hotel is on the verge of being torn down when it is purchased by billionaire Russell Wynn as the new home for his popular interactive show, Insomnia. He invites journalist Venessa Sheppard and her crew to record everything happening inside the hotel leading up to the performance - but they soon encounter a more nefarious plot, one that threatens to unleash a veritable hell on earth.",The Abaddon Hotel will once again open its doors to the public and the evil lurking within shall finally be unleashed.,2019-09-19,/6eezmAJ1mUqDFTqfQtmpPAroQ9B.jpg,7.273,61,5.1,0,0,85,Released,/qf4rqBJK4NPY82C91ySWOfNMSh0.jpg,Horror,2019,0
7221,64854,Seconds Apart,Seconds Apart,en,"Seth and Jonah are twins with a dangerous ability: telekinesis. Things start to spiral out of control as their classmates die in twisted and bizarre ways. Jealousy begins to divide them and soon they can no longer trust each other, leading up to a horrific battle against themselves.",Death comes in twos.,2011-01-28,/sRlriEcJFZtdcEddJo2o8im1tjp.jpg,7.256,98,5.6,0,0,89,Released,/swbczpGiNTmlqwhW79EoZMOEOJR.jpg,Horror,2011,0
7236,497269,Bad Apples,Bad Apples,en,"It’s Halloween night, and two “bad apples” decide to play some wicked tricks on the one house in a suburban cul-de-sac that is not celebrating Halloween. They terrorize a young couple in their home and these tricks become increasingly more sinister as the night progresses, finally ending in a Halloween the entire neighborhood will never forget.",Rotten to the core,2018-02-06,/sasH9EeTPBsJ9xW5PIG7i9Jy3Ou.jpg,7.238,11,5.1,0,0,85,Released,/w4di1vzvQkbguFPU98Usr9JVn06.jpg,Horror,2018,0
7245,254126,Blood Shed,Blood Shed,en,Loosely based on the true events of a homeless loner who moves into a self-storage facility inhabited by a community of bizarre squatters until they are locked in for the night with a deranged female who hunts them down in search of her lost child.,Absence makes the heart grow darkest,2014-02-05,/5UJd7nNQWbKsj7g2wYDtV8RbLWJ.jpg,7.226,16,3.8,2000000,0,100,Released,/8OGnkgmRSo7IK00gvxle8ocdXVO.jpg,Horror,2014,-2000000
7265,660175,Edgar Allan Poe's Ligeia,Edgar Allen Poe's Ligeia,en,"A young artist, imprisoned within the trammels of opium addiction, relives his phantasmagorical courtship with a mysterious Soprano known only as Ligeia. While exploring these opium induced memories, the lines dividing reality and fantasy, memory and hallucination, begin to blur into an indecipherable labyrinth of obsession and despair. Though he is nursed back to health by a new love, the Lady Rowena, the haunting of Ligeia's memories as well as the spirits of Azrael and Nehushtan, continue to plague his mind and soul.",Love Becomes Addiction,2022-10-31,/1TnVMl4NZZkt5vMxR5eTrkqdbTo.jpg,7.208,0,0.0,150000,0,100,Released,/vhSL6JX4dIaKiU1kBGfH2yEklmE.jpg,Horror,2022,-150000
7286,50838,Wrecked,Wrecked,en,"A man awakens in a car wreck at the bottom of a steep cliff. He can't remember who he is or how he got there, but a report over the radio fills in some of the blanks, as it describes a violent bank robbery and names a perpetrator who happens to be sitting dead in the back seat.",When your mind is a mystery.  You can survive the wilderness. But can you escape your past?,2010-04-01,/vlMaBNaC7FATlWq5lq9LmWijBOe.jpg,7.177,286,5.3,0,8020,86,Released,/ystiVAkqldGAJzk7suY24jWxPl2.jpg,Horror,2010,8020
7291,739643,Escape the Field,Escape the Field,en,"Six strangers suddenly awaken in a remote, endless cornfield. Stripped of their possessions, they are left with only six items: a gun with a single bullet, matches, a lantern, a knife, a compass, and a flask of water. As mysterious sirens blare in the distance and traps appear at every turn, the group realizes it’s been plunged into a cat-and-mouse game with an unseen evil, and survival depends upon solving a diabolical and deadly puzzle.",The hunt is on.,2022-05-06,/3qDumKWwi3YZacMI9u2UoPHWVDi.jpg,7.172,34,5.3,0,0,89,Released,/4rON0QFWpHtZ9bEtfdE68TFbfGr.jpg,Horror,2022,0
7319,356326,Sorgenfri,What We Become,da,A family of four is quarantined in their home as a virulent strand of the flu spreads into town and they are forced to the extreme to escape alive.,Stay Home. Lock Up. Don't Breathe.,2015-09-29,/lz7B1aLKidzrfPS0pUseDGdMbIn.jpg,7.143,149,5.4,0,0,85,Released,/9EzKM0ZLySzARIXIzg0XSfxaJ1J.jpg,Horror,2015,0
7325,323370,The Diabolical,The Diabolical,en,"When a single mother and her two young children are tormented by an increasingly strange and intense presence in their quiet suburban home, she turns to her scientist boyfriend to take on the violent forces that paranormal experts are too frightened to face.",Evil is timeless.,2015-03-16,/lcsLncHy7H0rCFPZg2h2AOR20HV.jpg,7.127,166,5.0,0,0,86,Released,/ckgx9iXKtw8WddsclZgkYUdWz4n.jpg,Horror,2015,0
7343,632309,The Assent,The Assent,en,"After a series of disturbing supernatural events in his home, Joel a young single father, comes to suspect that his young son may be possessed. Soon Joel receives a visit from Father Lambert, a controversial exorcist in town whose last patient died during his treatment. As increasing chilling occurrences begin to unfold, the priest informs a resistant Joel that unless he can successfully perform an exorcism, the devil will soon take full control of his boy.",It feeds on the darkness within.,2020-01-09,/bHVy3bKsfi8AbVwzelliNBt3SUG.jpg,7.117,206,6.0,0,0,89,Released,/irt864W6U11ziNhfBRo7oG0dsPZ.jpg,Horror,2020,0
7358,591634,False Positive,False Positive,en,"After months of trying and failing to get pregnant, Lucy and Adrian finally find their dream fertility doctor in the illustrious Dr. Hindle. But after becoming pregnant with a healthy baby girl, Lucy begins to notice something sinister through Hindle's gleaming charm, and she sets out to uncover the unsettling truth about him.",Never underestimate a mother's intuition.,2021-06-18,/3HSov8EW2fI3oQbUJxOvnf684ej.jpg,7.111,118,5.9,0,0,93,Released,/3aybNDRQivMsg6G3HUvmMsFSuHU.jpg,Horror,2021,0
7385,1005772,Jikirag,Jikirag,en,"A pagan village, founded on the bones of both innocent and foul, is deeply rooted within the heart of an ancient Eden. When a balance of flesh and soil decays, the last surviving village elder battles madness and the macabre to save her people from not only themselves, but the monstrous judgement that burrows up from below.",A pagan horror.,2022-09-02,/yhK0h9KTrGSgp0CdsN9UOlg5YQI.jpg,7.089,1,3.0,0,0,120,Released,/bUhFtAwSJu3JKWRlLTLrZdAiRkE.jpg,Horror,2022,0
7451,191619,Beneath,Beneath,en,Six high school seniors celebrating with day's excursion find themselves on rowboat attacked by man-eating fish and must decide who must be sacrificed as they fight their way back to shore.,They're only friends on the surface.,2013-07-19,/z9uxWeOHNNjNUDVkeDLwvvkkjRA.jpg,7.037,104,3.7,0,0,90,Released,/fJezcBHHEkWK0ZsUjAaKxlNfFXr.jpg,Horror,2013,0
7482,480405,Neverknock,Neverknock,en,"In 1986, three teens were brutally murdered after knocking on the door of 59 Oakwood Lane. The killer was never found. Over the next forty years, rumors turned to legend, and while few will admit to believing the stories, kids are still warned never knock on the door of 59 Oakwood Lane for fear of what may answer. On this Halloween night, Grace and her friends are going to wish they’d heeded the warnings and never knocked…",They should’ve listened to the warnings…,2017-10-15,/q8zBaiGFagwxKoQKhjg0irpgBax.jpg,7.008,44,4.6,0,0,90,Released,/1FSEt4HNET6m0pTaU55dqNR0M4C.jpg,Horror,2017,0
7542,543412,Do Not Reply,Do Not Reply,en,"Chelsea, a high school introvert, is abducted through a social media app and is forced to look like other girls Brad holds captive. Chelsea desperately attempts to persuade them to escape before they all become victims in his virtual reality filmed murders.",Delete your profile.,2019-09-29,/ryHaa5HMMOzcDXM9nExW0puZwGN.jpg,6.952,36,5.6,1000000,0,99,Released,/7kqxdmohL27D086sSScv1htwmMp.jpg,Horror,2019,-1000000
7544,76216,ヘルドライバー,Helldriver,ja,"Still reeling from the events of a zombie apocalypse, a young woman, along with a group of allies, makes her way across a dystopian Japan in search of her mother, the Zombie Queen.",A joy ride.,2010-09-28,/8h6meSgpHvRwEOxbWoYoyUDHNhT.jpg,6.951,38,5.9,0,0,117,Released,/5CRT1bcefcFjQQm5xV4pKJGzctp.jpg,Horror,2010,0
7546,89691,ATM,ATM,en,"After leaving their company Christmas Party together, David Hargrove and Emily Brandt’s impromptu first date takes an unexpected turn when their coworker, Corey, asks them to make a late-night stop at an ATM.  What should be a routine transaction turns into a desperate struggle for survival when an unknown man appears outside the vestibule.  With the wintry temperatures dipping below freezing, and the morning sunrise still hours away, they have no choice but to play the man’s deadly game of cat-and-mouse.",No warning. No control. No escape.,2012-02-17,/4cigb1FmAjvHDGnrj23ii65NMIP.jpg,6.951,486,5.0,3000000,921752,91,Released,/9xZyePVQLrg1wRjXx7dmqCAAFpK.jpg,Horror,2012,-2078248
7563,796256,Offseason,Offseason,en,"Upon receiving a mysterious letter that her mother's grave has been vandalized, Marie travels to the desolate island town where she's buried. Just as she arrives, the island closes for the season, leaving Marie trapped in a nightmare.",Something is off on this island.,2022-03-11,/zlX4WdEMzVomRukPjVQx6U9jtBS.jpg,6.941,35,5.7,0,0,83,Released,/oKs1Y4OryymBMdIPI26Vtw2RlLr.jpg,Horror,2022,0
7572,744742,The Last Rite,The Last Rite,en,"Based on True Events: Suffering from sleep paralysis, a medical student falls prey to a demonic force that wants to rip her apart from within. Torn between sanity and the unknown, she's left with no alternative but to contact a local priest for help.",Don't let him in.,2021-08-28,/1YAperQbfpJETfpPn6ezlWOm1sx.jpg,6.928,202,6.4,0,0,107,Released,/dxFPdSi03jm4hW6lodkRV4b26rL.jpg,Horror,2021,0
7577,421601,Bornless Ones,Bornless Ones,en,"With the help of her friends, Emily moves to a remote home to take better care of her brother, Zack who is diagnosed with cerebral palsy. But what they don't know is that the house is keeping a terrifying secret that will haunt them one by one.",Only Evil Will Survive,2016-10-06,/ega1G9rdcDsuDQeonGaCpm8FR3S.jpg,6.926,55,4.8,0,0,81,Released,/swh0b7UZZ9uANEvIerJnF2LVc6F.jpg,Horror,2016,0
7616,401313,Extracurricular,Extracurricular,en,"Miriam, Derek, Ian, and Jenny are overachieving high school students doing everything by the book. Straight A's, sports, yearbook, band, and - when coursework allows - planning and executing elaborate murders.",After school is when the real fun begins,2020-01-17,/pPX6i486V5ZJkDvNkMAvqCDUVA2.jpg,6.902,18,4.9,0,0,91,Released,/4ATMHvq7islHTcbvYKbOIMQeP7n.jpg,Horror,2020,0
7618,999677,Final Summer,Final Summer,en,"In the wake of a tragedy during the summer of 1991, a group of camp counselors find themselves fighting for their lives against a masked killer.",In 1991 Camp Silverlake opened for the FINAL time.,2022-10-01,/3b8yhwqycc74ulBiL9XOhZf8hqB.jpg,6.901,1,2.0,0,0,90,Released,/6EB5RYQpq3eqLpvYP2Q003H5OCF.jpg,Horror,2022,0
7627,319188,Frankenstein vs. The Mummy,Frankenstein vs. The Mummy,en,"The mummy of a cursed pharaoh and a reanimated corpse terrorize a medical university. Only an Egyptologist and a college professor, the deranged Dr. Frankenstein, may be able to stop the creatures before it's too late.",The epic battle has begun,2015-02-10,/bZMW2zU5JwmLAQ81hy0TolXiHBC.jpg,6.894,34,4.7,0,0,114,Released,/kpMStRDBogdMx5d3Sw97wekKJzg.jpg,Horror,2015,0
7631,126323,Mine Games,Mine Games,en,"A group of young friends make an incomprehensible discovery in an abandoned mine, but the more they try to change the future, the more they seal their fate.","The Deeper You Go, The Darker It Gets",2012-12-01,/4EumAjlw1pIpqoz8m0fJr1Tj2fm.jpg,6.89,79,5.6,1500000,0,88,Released,/9SCZHbKSgcIInFO2vsWrjj5TDRz.jpg,Horror,2012,-1500000
7665,438982,Game of Death,Game of Death,en,"Kill or be killed is the golden rule of the Game of Death. Sucks for seven millennials who ignored that rule. Now each one's head will explode unless they kill someone. Will they turn on each other to survive, or will this sunny day be the last for the innocent people of their middle-of-nowhere town?",It'll blow your mind,2017-03-20,/mMUF2tW5ACnLUZ5aOMliVzv03Il.jpg,6.868,58,5.0,0,0,73,Released,/kU83F0LPauJCIofNET3OGxxE3C8.jpg,Horror,2017,0
7668,478528,Beyond The Sky,Beyond The Sky,en,A documentary filmmaker travels to a UFO convention in New Mexico where he meets a local artist with a dark secret. As they follow a trail of clues they discover disturbing sightings and question all they believe when they become immersed in the enigmatic culture of the Pueblo Indians.,Are they real?,2018-09-21,/jACLTZ5Kt54CBEYOx7FSBJd8QFf.jpg,6.862,66,5.0,1500000,0,85,Released,/4l31EfSNkjhuO0DJvrP7CWMy9x7.jpg,Horror,2018,-1500000
7683,760919,The Power,The Power,en,"London, 1974. As Britain prepares for electrical blackouts to sweep across the country, trainee nurse Val arrives for her first day at the crumbling East London Royal Infirmary. With most of the patients and staff evacuated to another hospital, Val is forced to work the night shift, finding herself in a dark, near empty building. Within these walls lies a deadly secret, forcing Val to face both her own traumatic past and deepest fears.",The darkest place is within...,2021-06-03,/s0aVEjT1DWopUrJehACWZyqpO99.jpg,6.853,93,6.1,0,0,92,Released,/lQ7OF8zoLMOh1rxL0iwWXr28jk0.jpg,Horror,2021,0
7698,167960,Sanitarium,Sanitarium,en,"Malcom McDowell, Lou Diamond Phillips and Robert Englund star in three separate stories set in an eerie mental asylum.",Locked in insamity,2013-03-01,/5GmJJAnNGWMAPdbsZWNvodpQfeH.jpg,6.842,63,4.9,0,0,106,Released,/uW2xDlUeQolHw49tvVsXpbfBv7J.jpg,Horror,2013,0
7715,369202,Bodom,Lake Bodom,fi,"Every camper’s worst nightmare came true at Lake Bodom in 1960 when four teenagers were stabbed to death while sleeping in their tent. As the years passed and the case grew cold, the unsolved mystery turned into an urban legend, a creepy campfire story passed from generation to generation. Now, a group of teenagers arrives at the same campsite, hoping to solve the murder by reconstructing it minute by minute. As night falls, it turns out that not all of them are there to play. Tonight… it’s girls against boys. Let the killing games begin.",No happy campers here...,2016-08-19,/3PZThccJqH2rlkIqaiNWfZO3q2y.jpg,6.834,211,5.3,1100000,0,90,Released,/oQIfAd7A8CknhjpTuNpy6QLhK18.jpg,Horror,2016,-1100000
7716,135368,The Barrens,The Barrens,en,A man takes his family on a camping trip and becomes convinced they are being stalked by the legendary monster of the New Jersey Pine Barrens: the Jersey Devil.,The terrifying legend of the Jersey Devil is alive.,2012-09-28,/9dTbd20NEgsTDx5glF7dYYAKXKy.jpg,6.833,99,5.0,0,0,97,Released,/wWtYHBDZZ9eTKyTRkoc9OGTz9N4.jpg,Horror,2012,0
7769,942890,House of Darkness,House of Darkness,en,"Driving home to her secluded estate after meeting at a local bar, a player out to score thinks his beautiful, mysterious date will be another casual hook-up. While getting acquainted, their flirtation turns playful, sexy and sinister. Hoping to get lucky, his luck may have just run out.","""Once upon a time...""",2022-09-09,/lYrLxoOaus9YMX95mVO65bkauhM.jpg,6.79,17,5.0,0,0,88,Released,/mncDxHSHOqA8hBWkAzJwYA0Ntvl.jpg,Horror,2022,0
7789,274899,Inner Demons,Inner Demons,en,"INNER DEMONS follows an 'Intervention'-style reality show crew that films an episode about a sixteen-year old girl, a former A-student, who is fighting addiction but may in fact be suffering from something even more destructive: demonic possession. The movie is an inquiry into the truth about her - with symptoms that straddle the disturbing and scary intersection between insanity, addiction and true possession.",Exorcise caution.,2014-06-13,/cnZAp5ZmVbPa6arsQ8VmY02QYli.jpg,6.772,63,5.2,0,0,85,Released,/opo0CKGalp6vnM7UeNofw9MqBib.jpg,Horror,2014,0
7797,496212,No dormirás,You Shall Not Sleep,es,"In an abandoned psychiatric hospital, a theatre group experiments with insomnia for the preparation of a stage play. With the passage of days without sleep, they reach new thresholds of perception that expose them to the secrets of the place and the energies that inhabit it. When Bianca, a young, promising actress, joins the cast, competing for the lead role, she must survive not only the intensity of the work and her cast mates, but the unknown force that is pulling them towards a tragic outcome.",Your fear will keep you awake,2018-01-11,/tQLzt5ENxAyzescCqmbcw1TCPeK.jpg,6.769,121,5.4,0,0,106,Released,/jgEakFf3tD0v6rjJsKLEpAqEEcE.jpg,Horror,2018,0
7805,122369,13 Eerie,13 Eerie,en,"Forensics students arriving an isolated, island ""body farm"" get to try out their CSI skills on a bunch of corpses under the watchful eye of their grumpy professor.  The island used to house a state penitentiary where the authorities were experimenting on death row inmates and now the bodies won't stay still.",We prey for you,2013-03-29,/3EU0EzOI9MH659vLjeUx6G2biGt.jpg,6.76,82,4.6,0,0,87,Released,/5aj49OfiHroZ7WsHKGUviosR0d9.jpg,Horror,2013,0
7807,854188,The Kindred,The Kindred,en,"After her father’s suicide, a young mother investigates what led to his death. But when she is haunted by spirits and unearths an unsolved mystery from 30 years ago, she discovers a dark family history that could prove deadly for her child.",Some secrets should remain buried.,2021-12-28,/99PE8haWB7nLky627wJBsWn2awJ.jpg,6.758,90,6.6,0,0,94,Released,/xHd6rARprd4woZinkziIntiTSZD.jpg,Horror,2021,0
7841,310137,Bound to Vengeance,Bound to Vengeance,en,"A young woman, Eve, fights back and manages to escape a malicious abductor. However, after discovering she may not be the only victim, Eve unravels a darker truth and decides to turn the tables on her captor.",Escape is just the beginning.,2015-06-26,/oVVJSRhG9dcAdzTp83AUD1nBlIc.jpg,6.728,235,5.7,0,0,80,Released,/2TWhYw7yazG3DLJyCDHLn7Fquny.jpg,Horror,2015,0
7863,78093,Alyce Kills,Alyce Kills,en,"After accidentally knocking her best friend off a roof, Alyce is haunted by guilt and delves into a brutal nightmare wonderland of sex, drugs and violence, her mind tearing itself apart… along with anyone else who gets in her way.",She was always a bit weird...now she is truly insane.,2011-09-14,/2AxdAm6fpXmMKV1HFkcW0bZvb7j.jpg,6.713,85,5.3,0,0,90,Released,/vKJHPrrbjbhYnbu7dSgXHnTbNgq.jpg,Horror,2011,0
7865,459667,Circus Kane,Circus Kane,en,"A reclusive circus master invites a group of social media stars to his house of haunts. Anyone who can make it out before being scared into submission will earn $250,000 - but the stars soon learn they are not only competing for money, but also fighting for their lives.",LET THE GAMES BEGIN,2017-10-10,/vJVF3Voz6LbJeMlLl6O4m8CjNhb.jpg,6.712,56,4.0,0,0,88,Released,/5NdiylmWcsW78Gt5Ri4fO6Bzk14.jpg,Horror,2017,0
7878,127548,Hold Your Breath,Hold Your Breath,en,"There is an old wives tale that you should hold your breath when passing by a cemetery because an evil spirit rejected by both heaven and hell can get inside of you when you inhale. Somewhere in a carload of college kids on holiday doesn't follow the rules when driving by a graveyard, allowing a spirit of a recently executed serial killer to get inside him/her to begin a killing spree of body-jumping carnage.","When you drive by a graveyard, don't ever forget...",2012-10-05,/w7PJWZOHCLzfnw57TRFTcrLk1Ni.jpg,6.701,71,4.3,0,0,87,Released,/6WvPHqHFAeBP4hATMQ5F6mehhUm.jpg,Horror,2012,0
7882,849369,Superhost,Superhost,en,Two travel vloggers check into a vacation rental with a host that will do anything for a good review.,Don’t forget to like and survive.,2021-08-14,/3YBdvIrYlWGXAp2jJGNMbwXp7tZ.jpg,6.693,74,5.8,0,0,83,Released,/kYS5oHeMjmgwHZQ1voxMbsqXpqd.jpg,Horror,2021,0
7901,403368,Havenhurst,Havenhurst,en,A troubled young woman takes up residence in a gothic apartment building where she must confront a terrifying evil.,Evil Lives Here,2016-08-22,/1Q9IqznNP8fgwvdWXwvNhNP5qK5.jpg,6.665,102,5.2,0,0,80,Released,/qOwIqQwAA6i2TonPJLbRpRr3r3V.jpg,Horror,2016,0
7905,32612,The Traveler,The Traveler,en,"On a dark Christmas Eve in a small town, the lone Sheriffs on the night shift encounter a mysterious man who goes by the name of Mr. Nobody. As the night progresses, the Sheriffs discover that this isn't just a nobody, but a vengeful killer whose past threatens to haunt them all.",How do you catch a killer you've already caught?,2010-10-01,/7vZ2C66SwastgmQKJ1wC41F2WFK.jpg,6.661,91,5.3,0,0,96,Released,/x0tWCw6NzCzCPXupUdg2VetJXie.jpg,Horror,2010,0
7926,49958,Primal,Primal,en,"Anja and five friends join anthroplogy student, Dace, on a journey to study a remote, ancient rock painting. Their excitement vanishes when Mel becomes delirious after skinny-dipping in the waterhole. Feverish, bleeding, confused, she physically and mentally regresses to a vicious predatory state. Mel has gone primal. Mel’s lover and friends realise they are the prey as she savagely hunts them down. Before they can escape another one of them starts to regress, posing a hideous choice; kill their friends or be killed by them. Their only hope of survival is through a cave, where Anja learns too late the meaning of the ancient rock art they came to study.",Evil Lies Within,2010-08-26,/mXq7G9GcemHVDpxDmwWDoVULdnQ.jpg,6.638,90,5.3,0,0,80,Released,/92MDJlz38DQB2MLnajOXeNNOWq7.jpg,Horror,2010,0
7945,56937,Fritt vilt III,Cold Prey III,no,"In 1988, a group of teenagers go to visit an abandoned hotel, only to find themselves hunted by a psychotic killer through the Norwegian woods.",The beginning is aproaching.,2010-10-15,/b1GYIevdcbdCN8OCMEjMmGYd1D4.jpg,6.629,118,5.9,0,2439448,95,Released,/7Gu4Qw1Xwku1hsdg0dD4weiLSA9.jpg,Horror,2010,2439448
7946,516784,The Toybox,The Toybox,en,"An estranged family take a trip to the desert in their used RV and become stranded and isolated in the scorching terrain. They soon learn their RV holds terrible, haunting secrets, and it starts killing them off one by one.",Vacations can be deadly,2018-09-14,/f2m9g3Vhokis2fP6sufZo2esdC4.jpg,6.626,80,4.2,0,0,81,Released,/5Ld1Mu7xSWtp2BElI8M5HqPf4Po.jpg,Horror,2018,0
7959,605802,8,8,en,"An old man, fated to collect souls for eternity, seeks atonement after trading his daughter's soul.",Fear the legend,2020-03-13,/mEot6Gg88yvIpLI9HTZNPvSkzTd.jpg,6.614,62,6.2,0,0,99,Released,/5OkVpuGYy1YI07K8xhEOymUYTRk.jpg,Horror,2020,0
7972,466129,The Hatred,The Hatred,en,"Four young women travel to their college professor's new country home for a weekend getaway, only to discover that the house has a malevolent past.",Your Fears Are Real,2017-11-29,/sCuZThFUGycGPwVblKdQO5MWzi0.jpg,6.599,64,5.3,0,0,94,Released,/4E09YVHvTtf9RVdFAmW81eGZ50t.jpg,Horror,2017,0
7984,707408,Rent-A-Pal,Rent-A-Pal,en,"Set in 1990, a lonely bachelor named David searches for an escape from the day-to-day drudgery of caring for his aging mother.  While seeking a partner through a video dating service, he discovers a strange VHS tape called Rent-A-Pal. Hosted by the charming and charismatic Andy, the tape offers him much-needed company, compassion, and friendship. But Andy's friendship comes at a cost, and David desperately struggles to afford the price of admission.",He talks to you. He listens to you. He understands you.,2020-10-11,/wFaO4uc8po7uNCTSdvbqduMTyuu.jpg,6.59,73,6.5,0,0,108,Released,/ukb6ooj4aVMM3fn3CHR7TQk81JU.jpg,Horror,2020,0
8015,601643,Ghost Stories,Ghost Stories,hi,An anthology of four short horror tales.,Your fears will find you.,2020-01-01,/tQeLzheMNQClBAXy9t1HvZFzhYD.jpg,6.559,56,5.2,0,0,144,Released,/4FFjYrq5v9ynJeKWcOrg3BZKJjD.jpg,Horror,2020,0
